codigos de Huffman

simbolo = comprimento
0	=	0
1	=	0
2	=	0
3	=	0
4	=	0
5	=	0
6	=	0
7	=	0
8	=	0
9	=	9
10	=	7
11	=	0
12	=	0
13	=	7
14	=	0
15	=	0
16	=	0
17	=	0
18	=	0
19	=	0
20	=	0
21	=	0
22	=	0
23	=	0
24	=	0
25	=	0
26	=	0
27	=	0
28	=	0
29	=	0
30	=	0
31	=	0
32	=	4
33	=	0
34	=	7
35	=	0
36	=	0
37	=	0
38	=	0
39	=	9
40	=	8
41	=	7
42	=	10
43	=	10
44	=	7
45	=	8
46	=	6
47	=	6
48	=	10
49	=	8
50	=	9
51	=	10
52	=	9
53	=	10
54	=	9
55	=	9
56	=	10
57	=	0
58	=	9
59	=	0
60	=	0
61	=	0
62	=	0
63	=	10
64	=	9
65	=	10
66	=	8
67	=	0
68	=	8
69	=	9
70	=	9
71	=	10
72	=	0
73	=	9
74	=	0
75	=	0
76	=	8
77	=	10
78	=	10
79	=	10
80	=	10
81	=	10
82	=	8
83	=	10
84	=	10
85	=	9
86	=	9
87	=	9
88	=	10
89	=	0
90	=	10
91	=	0
92	=	0
93	=	0
94	=	0
95	=	8
96	=	0
97	=	4
98	=	6
99	=	5
100	=	6
101	=	4
102	=	7
103	=	6
104	=	6
105	=	5
106	=	9
107	=	7
108	=	6
109	=	5
110	=	5
111	=	5
112	=	6
113	=	9
114	=	5
115	=	5
116	=	5
117	=	5
118	=	7
119	=	7
120	=	8
121	=	7
122	=	7
123	=	0
124	=	0
125	=	0
126	=	0
127	=	0
128	=	0
129	=	0
130	=	0
131	=	0
132	=	0
133	=	0
134	=	0
135	=	0
136	=	0
137	=	0
138	=	0
139	=	0
140	=	0
141	=	0
142	=	0
143	=	0
144	=	0
145	=	0
146	=	0
147	=	0
148	=	0
149	=	0
150	=	0
151	=	0
152	=	0
153	=	0
154	=	0
155	=	0
156	=	0
157	=	0
158	=	0
159	=	0
160	=	0
161	=	0
162	=	0
163	=	0
164	=	0
165	=	0
166	=	0
167	=	0
168	=	0
169	=	0
170	=	0
171	=	0
172	=	0
173	=	0
174	=	0
175	=	0
176	=	0
177	=	0
178	=	0
179	=	0
180	=	0
181	=	0
182	=	0
183	=	0
184	=	0
185	=	0
186	=	0
187	=	0
188	=	0
189	=	0
190	=	0
191	=	0
192	=	0
193	=	0
194	=	0
195	=	0
196	=	0
197	=	0
198	=	0
199	=	0
200	=	0
201	=	0
202	=	0
203	=	0
204	=	0
205	=	0
206	=	0
207	=	0
208	=	0
209	=	0
210	=	0
211	=	0
212	=	0
213	=	0
214	=	0
215	=	0
216	=	0
217	=	0
218	=	0
219	=	0
220	=	0
221	=	0
222	=	0
223	=	0
224	=	0
225	=	0
226	=	0
227	=	0
228	=	0
229	=	0
230	=	0
231	=	0
232	=	0
233	=	0
234	=	0
235	=	0
236	=	0
237	=	0
238	=	0
239	=	0
240	=	0
241	=	0
242	=	0
243	=	0
244	=	0
245	=	0
246	=	0
247	=	0
248	=	0
249	=	0
250	=	0
251	=	0
252	=	0
253	=	0
254	=	0
255	=	0
256	=	10
257	=	4
258	=	4
259	=	5
260	=	6
261	=	6
262	=	6
263	=	7
264	=	8
265	=	7
266	=	10
267	=	0
268	=	10
269	=	10
270	=	0
271	=	9
272	=	0
273	=	9
274	=	8
275	=	9
