codigos de Huffman

simbolo = comprimento
0	=	0
1	=	0
2	=	0
3	=	0
4	=	0
5	=	0
6	=	0
7	=	0
8	=	0
9	=	111100010
10	=	1100110
11	=	0
12	=	0
13	=	1100111
14	=	0
15	=	0
16	=	0
17	=	0
18	=	0
19	=	0
20	=	0
21	=	0
22	=	0
23	=	0
24	=	0
25	=	0
26	=	0
27	=	0
28	=	0
29	=	0
30	=	0
31	=	0
32	=	0000
33	=	0
34	=	1101000
35	=	0
36	=	0
37	=	0
38	=	0
39	=	111100011
40	=	11100110
41	=	1101001
42	=	1111101010
43	=	1111101011
44	=	1101010
45	=	11100111
46	=	101000
47	=	101001
48	=	1111101100
49	=	11101000
50	=	111100100
51	=	1111101101
52	=	111100101
53	=	1111101110
54	=	111100110
55	=	111100111
56	=	1111101111
57	=	0
58	=	111101000
59	=	0
60	=	0
61	=	0
62	=	0
63	=	1111110000
64	=	111101001
65	=	1111110001
66	=	11101001
67	=	0
68	=	11101010
69	=	111101010
70	=	111101011
71	=	1111110010
72	=	0
73	=	111101100
74	=	0
75	=	0
76	=	11101011
77	=	1111110011
78	=	1111110100
79	=	1111110101
80	=	1111110110
81	=	1111110111
82	=	11101100
83	=	1111111000
84	=	1111111001
85	=	111101101
86	=	111101110
87	=	111101111
88	=	1111111010
89	=	0
90	=	1111111011
91	=	0
92	=	0
93	=	0
94	=	0
95	=	11101101
96	=	0
97	=	0001
98	=	101010
99	=	01010
100	=	101011
101	=	0010
102	=	1101011
103	=	101100
104	=	101101
105	=	01011
106	=	111110000
107	=	1101100
108	=	101110
109	=	01100
110	=	01101
111	=	01110
112	=	101111
113	=	111110001
114	=	01111
115	=	10000
116	=	10001
117	=	10010
118	=	1101101
119	=	1101110
120	=	11101110
121	=	1101111
122	=	1110000
123	=	0
124	=	0
125	=	0
126	=	0
127	=	0
128	=	0
129	=	0
130	=	0
131	=	0
132	=	0
133	=	0
134	=	0
135	=	0
136	=	0
137	=	0
138	=	0
139	=	0
140	=	0
141	=	0
142	=	0
143	=	0
144	=	0
145	=	0
146	=	0
147	=	0
148	=	0
149	=	0
150	=	0
151	=	0
152	=	0
153	=	0
154	=	0
155	=	0
156	=	0
157	=	0
158	=	0
159	=	0
160	=	0
161	=	0
162	=	0
163	=	0
164	=	0
165	=	0
166	=	0
167	=	0
168	=	0
169	=	0
170	=	0
171	=	0
172	=	0
173	=	0
174	=	0
175	=	0
176	=	0
177	=	0
178	=	0
179	=	0
180	=	0
181	=	0
182	=	0
183	=	0
184	=	0
185	=	0
186	=	0
187	=	0
188	=	0
189	=	0
190	=	0
191	=	0
192	=	0
193	=	0
194	=	0
195	=	0
196	=	0
197	=	0
198	=	0
199	=	0
200	=	0
201	=	0
202	=	0
203	=	0
204	=	0
205	=	0
206	=	0
207	=	0
208	=	0
209	=	0
210	=	0
211	=	0
212	=	0
213	=	0
214	=	0
215	=	0
216	=	0
217	=	0
218	=	0
219	=	0
220	=	0
221	=	0
222	=	0
223	=	0
224	=	0
225	=	0
226	=	0
227	=	0
228	=	0
229	=	0
230	=	0
231	=	0
232	=	0
233	=	0
234	=	0
235	=	0
236	=	0
237	=	0
238	=	0
239	=	0
240	=	0
241	=	0
242	=	0
243	=	0
244	=	0
245	=	0
246	=	0
247	=	0
248	=	0
249	=	0
250	=	0
251	=	0
252	=	0
253	=	0
254	=	0
255	=	0
256	=	1111111100
257	=	0011
258	=	0100
259	=	10011
260	=	110000
261	=	110001
262	=	110010
263	=	1110001
264	=	11101111
265	=	1110010
266	=	1111111101
267	=	0
268	=	1111111110
269	=	1111111111
270	=	0
271	=	111110010
272	=	0
273	=	111110011
274	=	11110000
275	=	111110100
